1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
681,3879,10148,4348,4210,9037,4147,753,2757,3933,477,191,1,0,6,182,292,186,13,326,316,679,458,153,160,115,1661,1004,906,5086,49,26,272,299,391,2918,10869,1073,840,550,12,489,619,244,137,111,1824,1214,24,920,3915,1824,10,21,111,104,1,0,144,354,43,27,680,3288,4652,1725,200,98,822,363,1215,1530
1301,3906,10399,4678,4272,9362,4112,1235,2888,3772,454,209,1,0,32,165,327,191,19,300,334,573,447,180,119,117,1631,1124,868,4983,54,13,294,302,375,3148,10937,1175,850,450,16,497,541,267,130,105,1998,1372,15,901,3965,1732,13,22,120,78,0,0,154,411,47,31,720,3330,4797,1775,227,136,804,415,1270,1539
950,3838,10178,4748,4133,9081,4021,754,2767,3631,480,181,3,0,7,189,329,260,102,272,431,620,442,152,141,82,1788,1166,822,5142,41,17,254,338,341,2793,11020,1232,863,461,13,470,531,270,106,107,2097,1502,8,916,3964,1694,16,3,74,56,0,0,152,408,54,22,713,3353,4378,1709,247,134,795,348,1209,1491
1105,3997,9884,4741,4311,8702,4183,1058,2703,3684,482,187,6,0,6,188,303,260,112,342,491,661,404,187,151,110,1766,1020,843,5117,42,25,250,333,442,2588,10738,1131,707,451,24,449,499,219,110,103,1915,1486,8,858,3973,1702,14,3,40,63,1,0,151,400,44,34,700,3346,4627,1697,252,196,772,359,1195,1441
793,3788,10201,4781,4109,8932,4223,983,2616,3468,451,170,5,0,14,167,396,269,114,310,467,746,501,192,152,75,1677,1039,830,5250,65,22,253,385,495,1756,10884,1061,718,393,9,461,505,233,115,107,1923,1460,12,842,3925,1639,15,2,39,100,0,0,177,397,49,29,868,3319,4546,1690,231,157,783,386,1223,1281
480,3755,10306,4840,4048,9150,4324,663,2651,3412,471,178,7,0,19,190,263,235,112,224,457,834,554,208,138,62,1732,1132,811,5154,48,20,295,397,319,1417,11253,1104,735,398,7,454,475,259,109,106,1985,1464,14,831,3892,1564,23,1,57,58,0,0,190,463,55,40,875,3310,4619,1724,193,134,782,367,1206,1240
460,3591,9697,4720,3868,8717,4381,405,2573,3486,428,186,5,0,52,192,281,253,114,253,495,723,443,149,105,141,1622,1015,927,5052,15,33,293,414,473,1212,10606,1048,736,381,19,454,473,247,104,104,1818,991,10,895,3946,1523,9,2,51,55,1,0,209,415,47,32,679,3288,4187,1610,215,154,811,373,1308,1257
431,3508,9926,5122,3987,8917,4408,502,2732,3435,420,215,1,0,48,184,292,257,112,249,489,670,372,154,103,61,1668,1037,840,5058,55,40,387,360,335,1277,10761,1174,693,370,11,454,474,244,107,111,1864,1300,10,809,4013,1609,9,1,40,52,1,0,191,443,45,29,899,3270,4409,1698,302,174,837,343,1251,1283
619,3557,10394,5075,3984,9404,4332,658,2779,3435,444,251,1,0,46,143,329,245,104,227,428,625,319,161,151,76,1823,1149,954,5110,57,34,292,324,377,1260,11084,1265,622,322,13,412,446,252,117,103,2083,1402,10,968,4100,1565,9,2,39,112,0,0,167,400,40,30,709,3272,4544,1816,257,151,818,361,1203,1316
1020,3352,9690,5037,3909,8727,4217,1031,2727,3388,447,210,2,0,69,166,386,230,99,223,422,845,363,140,197,52,1666,1129,934,5354,53,77,253,353,548,1367,10530,1160,683,350,11,378,435,230,161,95,1905,1473,8,904,4047,1552,6,2,46,162,0,0,133,370,40,59,673,3270,4350,1678,255,142,828,367,1136,1330
903,3429,9666,4992,3945,8741,4188,895,2627,3345,537,207,1,0,66,203,364,221,8,215,432,696,353,164,158,57,1669,1171,946,4802,48,67,257,306,306,1327,10471,1001,724,401,13,368,445,219,160,95,1824,1367,10,832,4007,1485,5,3,51,133,1,0,123,354,46,58,790,3420,4194,1631,233,148,848,361,1131,1289
556,3425,9493,5050,4011,8592,4258,572,2643,3338,482,185,1,0,38,233,322,168,6,283,456,683,373,170,183,110,1642,1260,857,4874,36,62,302,338,389,1277,10510,1063,659,415,10,352,419,204,145,92,1883,1508,9,830,3958,1499,4,2,52,156,1,0,120,374,39,50,771,3406,4296,1752,248,192,833,338,1147,1311
576,3390,9362,4910,4084,8599,4163,580,2489,3199,511,230,1,0,43,220,329,160,6,203,526,626,357,207,194,109,1687,1323,924,4915,37,25,253,281,456,1294,10203,989,569,415,10,367,466,221,122,96,1786,1605,10,860,3889,1563,2,3,57,203,0,0,127,334,33,57,841,3403,4263,1612,259,110,811,358,1163,1268
973,3160,9422,4755,3937,8609,3947,1006,2340,3175,544,219,1,0,26,216,342,216,7,268,448,596,401,189,214,111,1606,1014,832,4888,44,7,284,303,374,1127,10352,953,587,376,9,373,444,201,113,96,1776,1271,9,859,3929,1620,5,4,64,185,5,0,136,312,31,54,684,3353,4118,1572,208,151,814,323,1099,1159
956,3113,9364,4626,3741,8567,3789,887,2324,3071,498,305,1,0,67,219,359,167,9,246,509,593,395,265,161,130,1728,946,789,4744,30,8,347,235,450,1040,10051,799,638,385,9,347,426,227,116,95,1756,1224,8,807,3920,1458,3,2,75,138,6,0,124,299,34,54,623,3356,3911,1441,173,128,810,363,986,1151
752,3206,9590,4723,3541,9117,4245,537,2384,2968,482,218,1,0,11,188,466,154,8,389,357,563,324,195,145,128,1504,842,809,4782,87,14,279,381,340,1201,10349,1011,534,465,16,334,435,197,119,90,1755,1241,6,732,4462,1440,45,3,161,165,5,0,145,313,39,53,705,3369,3878,1569,151,128,822,336,994,1183
891,2898,9391,4788,3425,8531,3978,811,2427,3100,510,265,1,0,7,222,484,150,14,268,467,594,385,254,148,158,1702,900,829,4719,54,14,336,325,470,1302,10094,1177,567,394,9,345,440,206,133,82,1748,1227,9,749,3957,1424,2,2,260,198,6,0,150,329,37,59,690,3308,4016,1463,165,169,818,319,1029,1230
1130,2855,8872,4676,3386,8068,3811,1131,2490,3017,611,225,1,0,18,263,384,145,6,194,351,585,347,190,202,87,1497,963,793,4679,50,10,301,338,338,1262,9921,1365,641,386,7,344,417,212,114,89,1695,1213,10,709,3648,1354,2,2,115,143,0,0,151,300,44,70,685,3310,3891,1542,178,108,791,344,1069,1169
947,2745,9049,4247,3177,8340,3827,978,2226,3014,595,192,1,0,10,213,291,135,6,201,291,587,339,148,98,61,1456,1007,814,4675,68,13,221,329,303,1093,10003,1087,691,397,11,335,391,220,89,90,1640,1270,10,693,3692,1269,4,2,58,64,1,0,157,303,44,68,692,3259,4078,1567,169,79,740,345,1219,1119
996,2891,9027,4988,3147,8255,4034,1050,2861,3019,510,188,1,0,5,265,317,168,9,376,329,486,267,105,59,58,1363,998,797,4630,81,12,216,322,299,1104,9963,1727,663,401,12,362,472,220,82,79,1542,1273,12,710,3528,1258,8,2,36,37,0,0,151,273,47,69,731,3337,4108,1496,174,74,751,358,1193,1121
1111,2697,9029,4159,3059,8256,3908,1122,2019,3012,532,294,1,0,6,220,339,196,7,215,316,510,275,108,52,65,1522,1030,744,4532,103,88,256,311,331,1003,9782,991,625,369,21,382,478,222,74,82,1668,1377,12,711,3486,1197,6,2,28,37,0,0,152,303,45,61,784,3290,4018,1559,174,77,767,379,1026,1114
689,2679,9101,4401,2965,8266,3845,666,2394,3062,500,248,1,0,4,183,320,189,6,251,301,459,263,104,80,79,1537,1006,643,4589,183,91,283,327,352,1025,10007,1350,643,375,6,367,430,217,78,83,1663,1427,10,701,3544,1166,3,3,37,72,0,0,133,332,43,64,725,3310,3827,1537,163,65,748,377,1004,1113
575,2634,9087,4288,3038,8326,3595,503,2265,2889,455,219,1,0,6,166,274,163,8,173,205,441,265,82,27,60,1459,966,674,4369,191,71,275,337,308,1008,9971,1346,631,333,12,333,405,199,76,84,1628,1348,32,683,3467,1185,3,2,53,39,4,0,137,274,55,68,783,3295,3810,1464,139,67,772,361,980,1058
579,2782,8528,3980,3067,7894,3751,501,1933,2729,445,203,1,0,8,274,259,169,10,410,280,402,271,109,77,84,1377,1017,610,4441,96,13,205,346,369,1266,9749,955,606,294,21,354,407,214,76,80,1644,1378,41,649,3386,1154,3,2,63,90,1,0,151,215,44,64,651,3332,3770,1445,142,61,766,389,961,1034
761,2702,8269,3877,3067,7627,3582,701,1868,2710,427,191,1,0,5,256,296,184,8,356,269,454,286,101,39,74,1500,1034,642,4364,63,21,235,300,314,1204,9254,896,616,305,24,346,390,206,74,82,1781,1440,42,636,3249,1196,2,1,36,76,1,0,133,206,35,65,625,3303,3808,1486,130,45,740,364,928,973
1045,2559,8612,3700,2949,7960,3400,965,1739,2699,409,181,1,0,6,302,247,138,7,262,262,409,252,94,39,73,1645,967,716,4341,38,37,196,253,375,981,9386,804,487,299,20,336,381,210,67,72,2397,1496,40,618,3171,1127,4,2,39,62,0,0,135,179,39,66,612,3278,3751,2084,129,55,708,347,883,919
916,2548,8342,3646,3094,7548,3222,829,1704,2716,397,171,1,1,6,294,346,128,8,254,251,459,325,94,67,57,1886,788,707,4309,34,18,196,285,240,989,9139,906,477,276,25,327,371,200,70,75,1804,1174,39,629,3038,1181,3,1,37,45,1,0,126,184,39,62,651,3290,3440,1560,162,68,691,287,896,944
729,2637,8008,3899,2895,7268,3299,678,2105,2600,458,163,1,1,10,287,319,146,10,359,265,510,379,116,46,43,1954,802,626,4274,58,12,177,310,247,1041,8891,1296,483,303,36,322,365,196,73,80,1623,1041,43,615,3000,1127,7,1,42,52,0,0,141,149,47,66,606,3256,3283,1481,143,53,692,303,897,915
573,2646,7779,3455,2932,6996,3191,454,1663,2583,478,198,1,0,6,272,343,135,13,301,262,528,329,107,42,40,1939,888,595,4122,104,19,190,330,258,1006,8519,849,496,350,44,322,382,212,71,77,1772,1332,40,624,2840,1161,11,1,46,46,1,0,148,148,49,67,627,3315,3382,1661,107,52,706,298,922,902
864,2534,7652,3145,2658,6902,3163,854,1624,2625,450,189,0,1,7,333,258,165,13,363,322,469,275,142,62,51,1817,972,586,4126,81,13,213,375,396,864,8397,803,492,315,46,328,388,216,71,74,1693,1547,44,578,2793,982,2,1,46,44,0,0,147,184,45,63,580,3223,3528,1654,106,61,697,296,939,907
1035,2266,7667,3016,2578,6846,2842,940,1557,2690,396,177,1,1,4,183,278,136,9,225,235,493,264,98,63,48,1852,856,563,4081,83,21,190,302,443,868,8275,839,465,294,39,316,372,211,69,81,1618,1407,38,530,2809,956,2,1,40,38,0,0,138,139,43,66,567,3266,3280,1458,105,94,738,286,946,920
610,2471,7516,2898,2462,6776,2919,515,1552,2485,393,175,2,0,5,123,260,146,15,412,265,402,244,110,46,38,1857,950,568,4117,107,9,152,358,358,815,8306,767,439,296,34,304,366,204,69,74,1834,1445,39,513,2747,928,4,0,31,51,0,0,138,166,50,61,589,3257,3232,1877,116,81,785,283,939,997
640,2325,7528,2835,2489,6918,2732,518,1483,2402,484,232,1,0,8,116,290,224,11,222,241,412,226,94,67,22,1968,933,716,4074,72,9,220,257,208,773,8326,804,463,364,18,330,404,213,69,76,1567,1397,20,540,2735,935,4,0,20,74,1,0,113,154,51,67,562,3224,3227,1605,130,90,717,309,902,929
1168,2344,7506,2551,2334,6905,2684,1064,1486,2430,494,215,1,0,6,128,237,253,9,215,256,430,242,79,111,24,1856,877,791,4017,59,7,221,320,225,811,8415,729,465,373,14,330,400,210,66,76,1456,1425,6,574,2759,893,3,1,25,120,0,0,125,147,53,70,529,3199,3366,1559,178,103,722,275,912,946
1059,2338,7542,2513,2323,6848,2456,940,1613,2416,450,198,1,0,5,126,247,196,10,216,252,403,271,64,34,23,1788,828,629,4052,65,9,154,333,248,730,8467,721,469,399,18,323,402,226,72,81,1635,1288,7,577,2718,853,4,2,20,41,3,0,139,196,44,69,525,3259,3389,1735,119,93,747,288,924,960
611,2519,7790,2556,2359,7025,2748,510,1566,2523,435,212,1,0,4,170,260,180,7,436,282,336,241,82,57,58,1742,850,572,3957,53,12,140,368,254,784,8673,712,457,432,22,335,416,221,71,78,1342,1341,10,533,2854,821,3,1,47,53,0,0,148,192,41,70,560,3274,3174,1463,127,45,732,290,910,939
479,2401,7616,2445,2392,6923,2565,260,1506,2553,647,221,1,0,4,142,230,163,13,344,260,331,233,75,81,14,1826,846,537,3929,62,10,214,290,376,744,8318,665,484,507,15,333,463,224,63,76,1553,1262,69,491,2855,853,4,0,16,86,1,0,147,190,34,70,542,3242,3174,1580,122,33,774,279,916,983
589,2356,7676,2846,2289,6850,2475,346,1895,2546,446,219,1,0,3,138,244,153,23,364,268,367,232,60,77,38,1684,735,544,3921,58,6,198,296,259,752,8357,1231,448,383,15,309,389,205,63,69,1520,1240,90,504,2816,849,3,0,32,41,0,0,167,222,37,66,460,3270,3298,1555,150,30,775,264,913,1000
505,2287,7371,2451,2216,6527,2320,303,1548,2448,442,200,1,0,3,121,364,152,10,353,260,323,224,65,30,45,1691,781,488,3899,49,8,230,303,147,702,8068,939,469,442,13,306,415,218,66,77,1432,1211,112,487,2675,834,5,1,39,39,1,0,147,271,34,53,419,3237,3091,1375,172,32,788,262,846,1025
501,2352,7331,2348,2221,6563,2379,275,1508,2420,412,182,1,0,3,163,255,180,5,452,314,297,185,72,36,102,1511,696,481,3889,72,10,270,292,146,634,8119,900,457,492,19,309,407,213,68,71,1485,1272,113,508,2655,809,1,1,19,49,1,0,163,363,41,59,499,3232,3107,1446,171,32,787,264,812,1024
654,2234,7438,2312,2123,6516,2234,573,1514,2370,459,216,2,0,4,288,257,137,6,216,263,310,176,68,44,119,1491,809,518,3782,72,16,305,327,123,734,8291,747,477,416,15,314,388,213,67,74,1454,1235,47,493,2668,738,2,1,19,65,2,0,154,380,44,83,453,3257,3047,1354,194,32,780,230,870,1040
1154,2194,7528,2233,2148,6571,2247,1057,1463,2535,408,237,1,0,2,144,241,122,6,227,257,277,162,66,46,117,1480,618,490,3712,72,11,225,346,150,723,8338,766,461,386,15,312,375,211,66,76,1477,1164,27,496,2770,769,0,1,19,48,1,0,167,374,51,82,447,3270,3197,1396,182,26,774,226,881,1009
1081,2170,7393,2510,2237,6518,2305,977,1615,2464,402,195,1,0,2,133,230,142,10,225,156,319,207,53,31,45,1610,613,489,3751,69,15,311,403,147,745,8272,986,475,418,7,316,387,213,63,75,1503,1169,29,499,2708,776,2,1,16,42,1,0,185,476,54,61,417,3287,3166,1373,231,27,729,217,978,938
452,2321,7261,2404,2193,6477,2384,361,1590,2353,436,195,1,0,2,143,233,145,9,342,130,347,236,49,27,17,1601,712,485,3788,50,13,306,323,232,693,8193,965,463,405,12,334,418,217,70,75,1409,1202,29,572,2697,771,2,0,17,37,0,0,192,492,62,60,402,3264,3177,1314,201,30,708,235,936,939
459,2433,7261,2526,2284,6430,2373,347,1685,2362,452,203,2,0,4,158,228,132,10,298,135,359,212,60,34,20,1635,673,515,3724,71,13,356,319,131,760,8159,951,456,470,9,332,394,207,70,74,1392,1152,10,591,2667,811,2,1,26,35,1,0,188,556,61,67,368,3251,2957,1366,195,45,721,247,895,922
365,2549,7035,2299,2321,6229,2503,354,1529,2367,377,182,1,0,4,110,230,123,12,461,162,376,229,94,99,53,1581,713,554,3746,174,17,372,235,188,762,7823,881,455,459,9,352,378,210,71,65,1252,1359,8,585,2702,863,2,1,62,37,0,0,156,615,43,69,356,3260,3334,1292,210,70,721,201,931,966
393,2450,6914,2383,2447,6113,2446,314,1536,2480,377,189,1,0,2,125,262,130,14,360,146,339,185,90,45,19,1696,652,533,3726,203,18,518,311,169,719,7837,936,496,482,7,331,377,186,73,78,1376,1066,8,559,2664,850,1,1,29,47,0,0,162,718,46,77,379,3255,3119,1407,203,68,716,197,856,1101
436,2404,7085,2716,2643,6251,2404,252,1687,2641,410,180,1,0,4,158,246,140,13,194,201,310,188,88,65,37,1676,693,493,3749,102,22,565,350,205,815,8007,851,479,453,7,297,342,200,74,84,1445,721,8,597,2746,920,2,2,54,62,0,0,158,768,51,69,337,3267,2921,1450,182,58,767,207,835,1165
676,2487,7155,2879,2656,6243,2308,488,1882,2540,398,198,1,0,5,135,261,133,11,240,221,343,225,107,119,80,1935,670,531,3774,51,20,459,341,232,759,8010,979,460,414,9,313,357,196,80,85,1431,610,9,621,2716,944,2,2,87,68,0,0,182,737,57,102,355,3272,2611,1367,169,51,746,215,843,1205
1254,2700,7385,2944,2731,6279,2377,1178,1991,2610,394,194,1,0,2,130,241,137,12,321,125,370,254,100,116,95,1873,679,553,3821,31,16,441,397,192,762,8210,960,492,379,7,340,366,198,85,77,1311,661,7,624,2699,1019,2,2,98,78,0,0,249,702,54,99,336,3277,2729,1336,196,51,763,255,927,1217
914,2684,7318,2972,2824,6253,2340,759,1921,2646,391,216,2,0,5,142,261,178,12,211,211,613,308,96,105,79,1887,702,530,3886,69,28,424,431,217,943,8286,898,478,387,10,347,351,192,94,79,1442,667,8,634,2707,1023,1,2,80,74,0,0,256,733,50,119,427,3355,2778,1405,278,144,758,262,927,1231
1156,2924,7495,2932,2957,6509,2592,1148,1938,2618,426,240,1,0,12,119,285,180,11,342,258,488,235,87,78,45,1948,735,563,3870,58,22,439,320,173,841,8377,939,513,376,43,333,330,184,108,88,1483,556,9,646,2661,1074,2,2,40,57,1,0,221,748,44,111,472,3295,2990,1403,282,116,757,304,938,1198
1058,2829,7500,3027,2951,6568,2637,1046,2057,2711,408,238,1,0,10,113,256,153,11,203,186,447,238,75,56,20,2145,802,591,4003,65,28,447,374,135,888,8463,879,560,382,38,336,339,197,88,89,1485,465,8,613,2794,1038,1,1,21,43,1,0,231,734,45,103,443,3297,2922,1415,213,60,779,264,950,1286
358,3024,7643,3190,3062,6892,2888,364,2256,2751,380,221,1,0,14,114,371,109,10,342,219,530,324,96,85,51,2007,797,610,4038,50,15,455,340,237,892,8487,955,528,398,17,337,361,185,104,89,1455,503,7,621,2806,1037,3,3,39,35,0,0,219,749,72,99,474,3288,2679,1413,219,91,777,249,965,1241
379,2910,7622,3299,3144,7022,2702,360,2392,2638,368,249,2,0,22,121,322,109,16,242,295,500,313,104,93,84,1621,697,664,4026,74,17,466,349,135,842,8418,909,515,374,14,367,359,192,101,93,1594,510,8,612,2933,1058,3,2,39,41,1,0,204,730,72,92,591,3311,3016,1506,226,108,781,265,1004,1247
364,3341,7889,3406,3323,7200,2965,374,2477,2700,371,245,0,0,20,174,326,129,11,430,306,589,246,86,186,102,1649,818,660,4119,47,18,500,358,132,872,8645,1024,554,377,18,358,354,204,100,97,2087,676,8,602,2920,1126,2,2,31,45,0,0,203,775,82,117,597,3372,3306,1899,197,117,764,262,922,1310
614,3238,8186,3560,3440,7445,2840,537,2481,2842,366,231,1,0,17,124,271,104,13,189,306,561,251,93,85,91,1598,809,673,4208,18,27,574,283,162,947,8904,896,554,395,27,392,341,185,96,97,2117,661,9,605,3103,1228,2,3,43,55,1,0,199,859,70,123,527,3429,3443,1967,170,114,776,274,1054,1377
903,3230,8263,3668,3499,7406,2837,870,2482,2895,409,252,3,0,23,126,255,105,14,203,314,556,321,95,67,82,1459,886,719,4295,23,26,512,306,227,1026,9049,793,566,412,13,366,365,185,104,95,1908,705,12,655,3078,1411,3,4,50,44,1,0,197,846,61,96,416,3334,3403,1706,184,115,771,282,1004,1345
487,3407,8471,3660,3678,7580,2855,384,2555,3012,451,263,1,0,43,171,243,115,21,201,377,555,386,148,78,134,1534,779,815,4411,14,35,468,336,297,1092,9353,764,557,464,17,375,372,184,102,103,2014,590,9,665,3026,1261,2,4,78,65,1,1,178,819,57,109,480,3344,3243,1725,158,110,782,391,940,1320
479,3665,8529,3873,3795,7620,3087,355,2790,3087,441,217,1,0,68,128,277,185,21,339,315,589,399,144,116,112,1630,918,802,4384,81,29,465,417,268,1016,9305,1068,486,474,13,386,402,190,114,102,2118,755,8,701,3035,1318,4,3,48,99,4,0,237,805,71,120,442,3407,3410,1810,154,109,787,408,999,1295
727,3713,8683,4676,4030,7603,2909,602,3392,3199,479,230,1,0,29,133,287,182,26,174,378,656,418,154,109,160,1628,878,796,4289,62,59,493,475,343,1226,9519,1586,511,501,13,390,440,205,120,100,2092,657,6,721,3049,1492,33,4,98,47,2,0,287,812,76,138,489,3441,3487,1849,140,193,782,399,998,1318
650,3710,8805,5000,4161,7830,3062,456,3635,3292,402,233,1,0,41,162,293,155,39,177,322,596,428,168,93,126,1632,919,871,4336,95,40,464,493,196,1343,9580,1655,609,469,11,395,423,211,111,99,2032,722,8,738,3067,1467,6,5,143,60,1,0,282,818,80,142,558,3381,3694,1658,190,163,815,392,1017,1413
542,3816,8939,4174,4200,8117,3197,399,2945,3202,401,232,1,0,26,160,329,138,39,200,320,563,362,178,156,83,1637,810,844,4425,88,22,479,529,202,1249,9593,900,612,460,10,397,425,206,114,101,1950,622,7,754,3310,1453,6,5,109,69,1,0,319,808,87,132,517,3341,3634,1557,182,190,784,274,1027,1414
507,3848,9006,4221,4209,8103,3028,359,2910,3112,447,229,2,0,27,215,346,152,24,276,330,458,331,107,97,107,1690,868,832,4539,167,18,490,494,212,1191,9719,1037,640,424,9,431,438,210,134,102,2080,608,13,745,3271,1449,6,3,128,83,0,1,329,794,80,112,562,3267,3561,1573,161,192,830,294,982,1483
684,3941,9166,4255,4388,8116,3098,476,2948,3429,413,215,1,0,60,171,341,138,17,194,345,506,346,92,94,99,1569,870,918,4574,128,26,485,354,249,1141,10018,1097,620,450,8,403,392,211,133,97,1693,617,15,800,3319,1494,3,4,123,82,0,0,232,783,61,115,670,3312,3600,1268,211,172,772,274,1011,1465
1216,4015,9061,4714,4368,8058,3215,1092,3407,3382,403,254,3,0,42,172,310,139,15,325,267,567,322,91,116,39,1554,887,940,4507,118,35,488,350,210,1367,9875,1425,672,417,10,413,396,232,143,100,1711,627,10,813,3441,1519,6,6,41,84,1,0,215,801,66,129,639,3309,3570,1302,203,174,739,270,1109,1396
1135,4289,9038,5098,5078,8013,3214,1013,3432,3445,363,258,1,0,46,160,322,177,37,205,382,498,304,185,80,67,1673,868,913,4591,132,38,539,408,333,1336,9937,1514,650,376,10,404,395,234,140,101,1815,650,15,876,3454,2119,5,6,50,51,2,1,234,828,70,137,726,3297,3808,1322,176,104,736,281,1271,1291
1181,4253,8880,4303,4351,7946,3313,998,3063,3304,398,243,1,0,31,200,301,152,32,365,342,577,327,158,99,72,1621,870,895,4738,117,37,594,434,340,1265,9928,1063,652,396,10,392,381,225,130,102,1727,730,24,902,3332,1577,3,7,51,65,0,0,266,854,70,129,659,3306,3554,1304,175,164,742,298,1214,1298
1112,3950,9347,4217,4166,7957,3095,959,2961,3587,442,214,1,0,27,241,285,182,30,168,255,571,324,153,105,53,1652,1042,859,4753,137,38,593,382,407,2857,10195,1017,638,414,9,405,404,227,126,104,1756,834,19,854,3301,1676,8,8,47,56,1,0,258,858,81,127,675,3308,3398,1191,181,204,762,314,1056,1306
480,3975,9326,4338,4134,8114,3052,363,3157,3455,485,205,1,0,27,180,278,158,16,164,260,804,394,116,205,54,1708,1107,831,4625,220,38,636,916,392,3553,10479,1331,673,422,16,426,432,230,117,99,1879,803,23,758,3429,1602,5,2,45,76,0,1,252,871,68,115,659,3326,3357,1244,159,237,789,310,938,1310
537,3976,9259,4644,4233,8222,3094,376,3388,3295,428,217,1,0,24,191,306,162,16,154,271,659,352,103,227,72,1711,1067,867,4468,249,45,595,1090,432,3481,10204,1222,679,414,27,459,443,251,129,101,1919,822,21,742,3426,1698,9,2,59,64,0,0,260,870,72,108,654,3308,3325,1290,182,244,774,308,1059,1290
494,4141,9344,4539,4231,8249,3265,378,3294,3305,456,221,1,0,39,210,327,152,13,364,325,633,367,111,146,90,1639,1020,867,4504,85,48,520,1099,597,3050,10377,1529,684,433,17,482,491,243,114,106,1834,812,10,738,3546,1695,13,4,71,72,1,1,304,880,69,115,677,3288,3445,1307,170,157,735,340,1007,1288
732,4150,9569,4623,4570,8460,3255,511,2990,3418,341,238,2,0,78,126,298,127,13,239,302,501,365,145,133,106,1535,1008,897,4559,71,45,531,1057,528,1254,10453,1224,648,393,18,434,453,248,110,110,1682,791,8,756,3634,1762,8,3,91,102,1,0,260,832,73,115,702,3294,3604,1263,193,109,743,407,967,1282
1187,4164,9744,4419,4471,8543,3374,1117,3056,3609,370,222,3,0,20,149,324,129,18,269,288,488,386,134,220,86,1629,817,915,4528,57,66,487,1092,463,1219,10534,1103,420,307,22,356,417,243,107,107,1759,695,8,754,3645,1703,5,7,79,191,0,0,213,793,64,80,678,3297,3566,1227,159,114,794,373,974,1288
964,4133,9570,4576,4474,8348,3273,869,3319,3628,374,256,1,0,15,122,338,183,19,224,343,424,284,138,152,111,1702,793,1057,4633,80,55,522,1054,381,1224,10398,1235,424,332,27,358,455,254,109,106,1809,784,9,815,3638,1733,4,7,92,116,0,0,205,810,63,88,635,3380,3603,1259,131,152,840,373,995,1327
470,4612,9476,4639,4880,8250,3365,440,3335,3573,394,263,4,1,33,137,363,185,18,362,377,500,303,109,103,83,1655,778,900,4659,84,57,472,982,378,1252,10479,1252,438,380,35,382,503,245,108,110,1763,849,10,818,3734,1774,5,5,100,53,1,0,216,804,69,100,664,3509,3736,1243,140,209,885,382,1054,1447
598,4514,9673,4546,4720,8522,3362,602,3372,3542,429,219,2,0,14,152,388,124,19,204,395,468,300,128,111,84,1722,911,920,4529,82,38,479,1040,355,1192,10618,1251,444,425,21,374,511,229,116,106,1823,828,20,792,3836,1747,9,21,56,60,0,0,225,780,67,106,630,3322,3688,1310,168,177,867,363,1195,1456
1056,4468,10136,4533,4783,9041,3544,1043,3357,3793,406,250,3,0,25,167,434,145,28,201,507,554,357,203,227,105,1795,990,944,4561,62,40,476,971,346,1187,11044,1243,546,481,13,441,507,235,131,106,1887,815,10,861,3919,1842,9,51,64,155,0,0,193,706,65,64,625,3351,3804,1386,174,158,820,351,1111,1326
1065,4274,10430,4583,4741,8993,3639,1066,3183,4091,467,258,3,0,22,144,398,131,14,210,435,564,337,101,110,77,1760,1004,989,4555,92,40,542,1002,347,1334,11293,1392,568,489,17,457,503,236,119,110,1835,814,9,835,3977,1819,15,50,116,47,0,0,192,748,60,57,666,3317,3923,1330,193,243,823,380,1166,1366
423,4596,10121,4674,4879,8820,3687,401,3251,3854,399,225,1,0,10,160,335,140,17,430,393,754,319,137,86,54,1628,982,924,4569,47,29,440,937,327,1259,10983,1394,530,417,23,478,507,224,126,118,1690,726,7,844,3958,1763,7,43,49,47,0,0,181,756,53,53,640,3320,3683,1300,167,246,834,391,1067,1444
560,4380,10181,4485,4690,8789,3534,549,3111,3906,491,257,3,0,9,182,359,146,14,240,353,560,319,116,97,64,1780,1015,988,4747,75,27,422,944,335,1178,10899,1250,575,384,11,496,503,257,131,105,1870,891,9,818,3960,1703,25,45,58,64,1,0,170,644,54,63,693,3344,3900,1325,171,134,826,373,1090,1404
1115,4216,10301,4437,4540,8688,3447,1084,3037,4058,490,281,9,0,29,178,317,151,13,179,394,678,394,130,83,40,1796,951,1057,4747,80,32,389,413,568,1407,10422,1352,560,411,16,422,456,250,127,103,1833,852,9,879,3727,1729,25,51,39,52,0,0,177,607,56,61,685,3364,3763,1351,190,176,842,388,1043,1438
1277,4187,10394,4679,4493,8808,3476,1101,3262,4072,459,260,9,0,25,176,391,178,13,210,442,636,371,184,63,46,1797,936,993,4777,85,45,425,388,540,1440,10654,1370,596,442,17,442,479,272,123,112,1857,843,8,900,3786,1700,13,48,41,46,1,0,187,629,64,62,709,3346,3870,1353,181,175,845,372,1136,1382
1113,4370,10409,4965,4669,8928,3720,1009,3401,4046,431,280,8,0,15,165,407,180,22,491,392,607,380,169,77,59,1726,859,1022,4838,85,38,547,432,502,1367,10588,1771,584,444,17,435,471,275,122,101,1842,633,12,906,3876,1816,64,30,58,136,0,0,205,624,62,61,673,3281,3741,1383,167,167,797,388,1103,1332
